symbol,date,net_income,depreciation_and_amortization,share_based_compensation,other_operating_activities,operating_cash_flow,capital_expenditures,investing_cash_flow,share_issuance_or_repurchase,other_financing_activities,financing_cash_flow,net_cash_flow,free_cash_flow,free_cash_flow_margin,free_cash_flow_per_share,change_in_investments,debt_issued_or_paid,operating_cash_flow_growth,acquisitions,dividends_paid,other_investing_activities,free_cash_flow_growth,common_stock_issued,share_repurchases
CFBK,2020-01-01,27.33,1.13,0.71,152.66,123.47,0.39,259.75,0.64,366.75,558.93,175.72,123.85,161.08,18.86,247.96,193.03,,0.59,0.2,12.0,,,
CFBK,2019-01-01,9.39,0.22,0.53,113.89,103.54,0.44,111.4,9.62,181.8,193.52,21.43,103.98,311.13,19.47,111.1,2.1,,0.1,0.0,0.05,,,
CFBK,2018-01-01,4.27,0.21,0.38,16.67,11.81,0.61,143.77,0.04,161.47,177.38,21.81,12.42,60.29,2.89,117.43,15.95,,0.23,0.0,25.96,,,
CFBK,2017-01-01,0.68,0.12,0.25,2.24,3.95,0.31,59.38,0.05,42.95,42.98,12.44,3.64,25.24,0.86,59.07,0.08,120.48,0.0,0.0,,108.54,,
CFBK,2016-01-01,0.77,0.15,0.12,0.1,1.79,0.05,52.6,0.03,84.13,82.85,32.05,1.75,14.23,0.6,52.75,1.25,64.88,0.0,0.0,0.2,65.49,,
CFBK,2015-01-01,3.62,0.24,0.13,0.26,5.1,0.05,39.05,0.0,31.38,31.63,2.31,5.06,46.42,1.74,39.0,0.26,383.6,0.0,0.0,,751.35,,
CFBK,2014-01-01,0.06,0.42,0.27,0.11,1.06,0.46,50.92,0.0,61.11,58.91,9.05,0.59,5.98,0.21,50.46,2.2,,0.0,0.0,,,,
CFBK,2013-01-01,0.92,0.64,0.16,4.02,4.13,0.34,43.46,0.0,34.74,41.6,5.99,4.48,65.96,1.55,46.47,6.86,,0.0,0.0,3.35,,,
SSBI,2022-01-01,16.97,0.39,0.61,4.26,13.72,0.18,117.18,,143.56,140.33,36.87,13.54,27.29,,36.34,,73.63,,3.23,80.67,73.92,0.0,0.0
SSBI,2021-01-01,14.7,0.41,0.46,36.46,52.02,0.09,119.5,,80.34,77.35,9.87,51.93,123.48,7.77,66.64,,1299.25,,2.99,52.77,1345.8,0.0,0.0
SSBI,2020-01-01,10.52,0.43,0.06,7.29,3.72,0.13,168.65,,160.37,157.46,7.47,3.59,10.35,0.54,127.82,,10.11,,2.91,40.71,14.39,0.0,0.0
SSBI,2019-01-01,6.48,0.5,0.24,3.07,4.14,1.0,51.94,,67.32,64.41,16.61,3.14,12.25,0.47,19.08,,10.41,,2.91,31.87,9.18,0.0,0.0
SSBI,2018-01-01,5.83,0.35,0.0,2.43,3.75,0.87,59.55,,9.6,6.68,49.12,2.88,12.02,0.43,13.72,,11.69,,2.91,44.97,28.76,0.0,0.0
SSBI,2017-01-01,3.29,0.34,0.0,0.61,4.24,0.21,52.39,,95.48,92.73,44.58,4.04,19.9,0.61,63.3,,18.8,,2.75,11.11,19.21,0.0,0.0
SSBI,2016-01-01,4.97,0.31,0.02,0.08,5.22,0.23,5.62,,0.11,2.2,8.65,5.0,24.15,0.76,158.56,,15.6,,2.31,164.41,12.7,0.0,0.0
SSBI,2015-01-01,6.03,0.39,0.02,1.93,4.52,0.09,56.93,,35.32,46.69,5.73,4.43,21.86,0.67,38.33,,7.09,,2.39,18.52,7.08,0.0,13.75
SSBI,2014-01-01,5.49,0.43,0.03,1.08,4.86,0.72,4.07,,0.5,1.75,7.19,4.14,21.9,0.63,38.21,,23.73,,2.24,43.0,23.53,0.0,0.0
SSBI,2013-01-01,4.32,0.62,0.04,1.4,6.38,0.96,16.91,,8.76,6.68,3.85,5.42,29.7,0.83,38.38,,25.23,,2.26,22.43,35.46,0.17,0.0
LARK,2022-01-01,9.88,2.58,0.3,12.03,24.78,0.5,197.16,1.24,1.76,6.32,166.06,25.28,48.08,4.85,197.03,10.0,20.47,0.57,4.2,0.06,16.93,,
LARK,2021-01-01,18.01,2.6,0.32,10.23,31.16,0.72,56.45,0.02,132.45,129.69,104.4,30.44,50.66,5.8,49.73,1.03,110.39,0.0,3.82,6.0,105.41,,
LARK,2020-01-01,19.49,2.59,0.3,7.58,14.81,0.01,104.55,2.31,180.98,160.86,71.12,14.82,24.47,2.84,104.56,14.18,62.62,0.0,3.63,,77.94,,
LARK,2019-01-01,10.66,2.22,0.29,4.07,9.11,0.78,7.76,0.04,11.4,6.77,5.42,8.33,18.6,1.56,7.26,14.7,57.12,0.0,3.51,0.28,59.09,,
LARK,2018-01-01,10.43,2.12,0.22,8.47,21.24,0.88,64.14,0.53,58.09,45.44,2.53,20.35,48.51,3.83,63.26,9.86,594.96,0.0,3.33,,726.39,,
LARK,2017-01-01,4.37,2.29,0.17,3.77,3.06,0.59,21.15,0.23,24.04,14.68,3.41,2.46,6.01,0.47,16.09,6.47,83.93,0.0,3.11,4.47,87.19,,
LARK,2016-01-01,8.96,2.54,0.06,7.46,19.02,0.22,40.28,1.8,26.8,27.69,6.43,19.23,47.62,3.72,40.86,2.01,170.2,0.0,2.91,0.36,201.24,,
LARK,2015-01-01,10.51,2.52,0.02,6.0,7.04,0.65,8.37,0.59,10.18,2.14,0.81,6.39,14.64,1.29,7.72,6.09,18.85,0.0,2.55,,15.45,,
LARK,2014-01-01,8.05,2.42,0.06,1.85,8.67,1.12,48.45,0.52,17.09,22.8,16.98,7.55,19.3,1.53,47.33,7.6,28.31,0.0,2.42,,43.83,,
LARK,2013-01-01,4.66,1.71,0.06,5.68,12.1,1.35,16.6,1.27,23.15,19.32,14.82,13.45,46.46,2.81,42.97,2.87,2.32,25.03,2.24,,11.27,,
UBFO,2022-01-01,15.69,0.71,0.37,6.94,23.7,2.14,174.23,0.03,22.62,30.09,180.62,21.56,46.77,1.26,172.09,0.0,43.2,0.0,7.5,,40.82,,
UBFO,2021-01-01,10.1,1.15,0.24,5.07,16.55,1.24,319.37,0.0,235.46,227.97,74.85,15.31,41.46,0.9,317.24,0.0,19.93,0.0,7.49,0.89,20.94,,
UBFO,2020-01-01,8.96,0.81,0.43,3.6,13.8,1.14,65.55,0.0,134.29,126.82,75.07,12.66,36.5,0.75,66.29,0.0,14.6,0.05,7.47,1.93,16.8,,
UBFO,2019-01-01,15.17,0.66,0.35,0.02,16.16,0.94,22.76,0.0,12.72,5.26,1.34,15.22,35.28,0.9,21.55,0.0,42.45,0.05,7.46,0.22,47.44,,
UBFO,2018-01-01,14.02,1.35,0.74,4.77,11.34,1.02,12.16,0.0,117.95,113.22,112.4,10.32,25.62,0.61,11.27,0.0,50.15,0.02,4.73,0.16,60.57,,
UBFO,2017-01-01,8.64,1.34,0.1,2.52,7.56,1.13,20.86,0.01,11.07,8.2,5.1,6.43,18.11,0.38,20.3,0.0,20.12,0.5,2.87,1.06,23.35,,
UBFO,2016-01-01,7.39,1.43,0.03,0.62,9.46,1.07,77.01,0.01,54.82,54.83,12.72,8.39,25.72,0.5,78.29,0.0,2.09,0.1,0.0,2.45,2.07,,
UBFO,2015-01-01,6.81,1.46,0.03,0.97,9.26,0.7,41.72,0.0,56.43,54.63,22.17,8.56,27.7,0.51,41.85,1.8,2.91,0.15,0.0,0.97,3.98,,
UBFO,2014-01-01,6.22,1.45,0.03,1.31,9.0,0.77,63.62,0.1,22.88,22.98,31.64,8.23,27.8,0.49,64.06,0.0,24.37,0.1,0.0,1.31,23.45,,
UBFO,2013-01-01,7.27,1.29,0.03,3.32,11.9,1.15,2.47,0.01,20.8,20.79,6.42,10.76,40.65,0.64,5.59,0.0,22.57,0.0,0.0,9.2,20.94,,
MRBK,2022-01-01,21.83,1.41,1.48,62.77,84.67,2.91,393.15,12.21,266.07,323.39,14.91,81.76,74.76,6.93,385.24,80.46,48.72,0.0,10.93,5.0,48.82,,
MRBK,2021-01-01,35.59,5.92,1.61,133.85,165.12,5.37,140.52,1.93,205.08,37.87,13.26,159.75,106.48,13.27,125.14,231.35,,0.0,9.68,10.0,,,
MRBK,2020-01-01,26.44,2.89,0.76,182.78,158.47,0.75,370.7,7.31,390.17,526.54,2.63,159.21,124.76,12.98,370.08,145.21,,0.0,1.53,0.13,,,
MRBK,2019-01-01,10.48,0.66,0.27,10.15,21.57,0.75,143.08,0.0,99.04,136.93,15.42,20.82,30.48,1.63,142.33,37.89,95.55,0.0,0.0,,121.73,,
MRBK,2018-01-01,8.16,1.42,0.29,1.15,11.03,1.64,155.6,0.14,125.02,133.02,11.55,9.39,14.8,0.73,154.46,7.86,5.26,0.0,0.0,0.49,16.38,,
FINW,2022-01-01,25.12,4.45,0.78,30.81,61.15,7.21,35.83,0.88,8.89,10.51,14.81,53.94,72.12,4.24,29.05,0.74,,0.43,,,,,
FINW,2021-01-01,31.58,1.04,2.1,43.95,9.23,2.33,24.26,35.89,87.42,23.35,38.37,11.57,16.11,1.33,25.81,99.96,,0.78,,,,,
FINW,2020-01-01,11.2,1.01,1.76,5.62,19.59,0.59,130.22,0.23,22.46,123.24,12.6,18.99,51.49,2.37,130.17,101.01,,0.55,,,,,
FNWB,2022-01-01,15.65,2.05,1.6,3.4,15.9,2.91,237.65,5.83,16.33,141.33,80.42,12.99,16.51,1.3,234.73,166.27,4.93,0.0,2.79,,42.16,,
FNWB,2021-01-01,15.42,1.44,2.29,3.99,15.16,6.02,136.86,6.33,182.2,182.57,60.86,9.14,12.59,0.91,194.39,9.24,14.33,63.55,2.53,,20.13,,
FNWB,2020-01-01,10.34,1.38,1.3,0.25,13.26,1.82,315.95,7.59,331.87,319.11,16.42,11.44,20.89,1.12,307.64,2.98,5.97,0.0,2.19,6.5,16.33,,
FNWB,2019-01-01,9.01,1.59,1.06,2.43,14.1,0.43,19.95,8.14,61.39,28.27,22.42,13.67,30.92,1.27,19.52,23.57,5.7,0.0,1.41,,30.25,,
FNWB,2018-01-01,7.11,1.58,1.05,3.6,13.34,2.84,60.73,10.3,55.23,36.91,10.48,10.5,25.27,0.93,57.88,7.69,1075.07,0.0,0.34,,5763.69,,
FNWB,2017-01-01,5.12,1.47,0.98,6.43,1.14,0.96,80.28,16.55,100.47,80.78,1.64,0.18,0.49,0.01,69.53,3.14,89.27,0.0,0.0,9.79,97.9,,
FNWB,2016-01-01,3.99,1.38,0.0,5.21,10.58,2.06,93.08,6.75,76.12,60.12,22.38,8.52,25.56,0.66,94.61,9.25,,0.0,0.0,3.59,,,
FNWB,2015-01-01,5.09,1.25,0.0,2.67,1.17,1.27,119.46,115.14,46.77,146.7,26.07,2.44,8.84,0.19,119.66,15.21,,0.0,0.0,1.47,,,
FNWB,2014-01-01,2.67,1.45,0.0,0.53,3.59,1.97,18.41,0.0,5.36,10.83,3.99,1.62,6.35,0.12,18.75,5.47,66.45,0.0,0.0,2.31,84.17,,
FNWB,2013-01-01,2.32,1.95,0.0,6.45,10.71,0.47,42.17,0.0,11.81,11.93,19.53,10.24,42.69,,45.17,0.13,8.5,0.0,0.0,3.47,13.33,,
CBFV,2022-01-01,11.25,2.7,0.6,0.4,14.15,0.03,28.31,4.58,41.89,1.82,15.97,14.12,28.84,2.75,28.28,34.21,8.4,0.0,4.92,,22.64,,
CBFV,2021-01-01,11.57,2.44,0.57,1.52,13.06,1.54,60.14,4.05,7.25,5.85,41.24,11.52,20.01,2.14,58.6,7.81,7.26,0.0,5.17,,16.44,,
CBFV,2020-01-01,10.64,3.34,0.5,20.88,14.08,0.3,36.9,2.0,106.21,103.51,80.69,13.78,29.09,2.55,36.6,4.48,21.23,0.0,5.18,,22.67,,
CBFV,2019-01-01,14.33,3.73,0.32,0.51,17.87,0.05,11.04,0.05,31.7,20.03,26.86,17.82,34.93,3.28,9.34,6.41,30.84,0.9,5.22,0.75,93.07,,
CBFV,2018-01-01,7.05,3.05,0.48,3.08,13.66,4.43,27.47,0.1,31.69,8.39,32.73,9.23,21.23,1.85,11.0,35.46,17.71,19.73,4.53,1.16,18.99,,
CBFV,2017-01-01,6.94,2.5,0.36,1.8,11.6,3.85,85.89,0.02,75.13,80.63,6.34,7.76,22.17,1.9,82.66,9.08,9.76,0.0,3.6,0.62,3.39,,
CBFV,2016-01-01,7.58,3.09,0.35,0.45,10.57,2.54,17.52,0.01,18.92,9.89,2.94,8.03,23.3,1.97,16.85,5.42,79.5,0.0,3.59,1.87,84.24,,
CBFV,2015-01-01,8.42,2.57,0.02,40.56,51.56,0.6,28.95,0.0,18.2,23.03,0.41,50.96,146.47,12.52,29.17,1.37,,0.0,3.46,0.83,,,
CBFV,2014-01-01,4.29,0.76,0.0,7.46,2.4,6.49,293.15,33.62,217.16,290.88,4.67,8.89,39.17,3.38,280.34,42.44,,0.0,2.33,6.32,,,
CBFV,2013-01-01,4.26,0.63,0.0,3.17,8.05,0.24,14.4,0.34,10.19,2.53,8.88,7.81,41.62,3.17,15.37,10.99,19.85,0.0,2.07,1.21,39.05,,
RVSB,2021-01-01,21.82,3.52,0.32,9.2,16.46,0.17,221.66,1.92,187.82,181.21,23.98,16.64,25.6,0.75,223.14,0.01,31.88,0.0,4.67,1.31,19.3,,
RVSB,2020-01-01,10.47,3.21,0.4,10.09,24.17,3.55,150.25,1.4,355.62,349.52,223.44,20.62,41.47,0.93,146.7,0.22,51.83,0.0,4.48,,58.03,,
RVSB,2019-01-01,15.75,2.96,0.35,3.14,15.92,2.87,0.88,0.79,65.39,3.98,19.02,13.05,22.95,0.57,1.99,56.55,21.02,0.0,4.08,,35.05,,
RVSB,2018-01-01,17.27,2.72,0.04,0.13,20.15,0.07,24.97,0.18,70.57,17.0,21.82,20.08,34.56,0.89,24.9,56.55,68.81,0.0,3.16,,78.26,,
RVSB,2017-01-01,10.24,2.92,0.09,1.31,11.94,0.67,45.58,0.25,15.77,13.8,19.85,11.27,21.01,0.5,44.91,0.08,33.89,0.0,2.14,,36.43,,
RVSB,2016-01-01,7.4,2.75,0.0,7.91,18.06,0.34,76.59,0.01,69.47,67.75,9.21,17.72,40.49,0.79,92.61,0.06,63.02,15.12,1.8,1.24,54.58,,
RVSB,2015-01-01,6.36,2.6,0.0,2.12,11.08,0.39,70.66,0.06,57.45,56.32,3.26,11.47,28.86,0.51,71.05,0.07,99.17,0.0,1.26,,8.25,,
RVSB,2014-01-01,4.49,3.28,0.03,2.24,5.56,5.03,46.26,0.05,30.78,30.78,9.92,10.59,28.33,0.47,44.78,0.06,14.84,0.0,0.0,6.5,18.8,,
RVSB,2013-01-01,19.42,1.9,0.08,14.87,6.53,6.51,78.38,0.0,25.65,25.01,46.84,13.04,35.93,0.58,84.89,0.64,40.64,0.0,0.0,,22.76,,
RVSB,2012-01-01,2.63,1.88,0.0,6.49,11.0,5.89,138.52,0.0,80.65,80.5,69.02,16.89,45.13,0.76,132.63,0.15,8.33,0.0,0.0,,8.68,,
CWBC,2022-01-01,13.45,0.71,0.29,8.59,5.86,0.24,72.89,0.97,75.05,76.65,143.69,5.62,11.24,0.64,73.04,0.0,73.65,,2.57,0.38,74.48,,
CWBC,2021-01-01,13.1,0.78,0.32,8.02,22.22,0.21,42.22,1.2,183.95,167.84,147.84,22.01,47.54,2.57,42.02,15.0,40.25,,2.31,,41.98,,
CWBC,2020-01-01,8.25,0.82,0.32,6.46,15.84,0.34,91.57,0.0,15.25,53.6,22.12,15.51,39.48,1.83,88.73,40.0,13.68,,1.65,2.5,31.49,,
CWBC,2019-01-01,7.96,0.86,0.38,4.73,13.94,2.15,10.54,0.76,34.93,22.35,25.75,11.79,30.93,1.39,9.24,10.0,14.61,,1.82,0.84,20.09,,
CWBC,2018-01-01,7.41,0.76,0.48,7.67,16.32,1.56,38.06,0.12,16.32,32.78,11.05,14.76,40.7,1.78,36.98,18.16,14.59,,1.58,0.48,23.93,,
CWBC,2017-01-01,4.92,0.69,0.54,8.11,14.24,2.34,117.01,0.49,87.45,114.52,11.75,11.91,34.02,1.46,115.09,27.84,80.98,,1.26,0.42,90.41,,
CWBC,2016-01-01,5.23,0.68,0.34,1.63,7.87,1.62,93.46,1.12,67.9,84.18,1.4,6.25,19.92,0.77,91.34,18.5,12.24,,1.1,0.51,5.83,,
CWBC,2015-01-01,2.55,0.4,0.41,3.33,7.01,0.37,49.88,0.01,59.85,59.43,16.56,6.64,20.57,0.81,50.05,0.5,8.9,,0.9,0.54,9.86,,
CWBC,2014-01-01,6.27,0.32,0.31,1.24,6.44,0.39,16.78,0.05,30.13,9.82,0.52,6.05,18.85,0.74,21.6,20.03,41.45,,0.33,5.21,43.94,,
CWBC,2013-01-01,7.95,0.3,0.06,1.65,11.0,0.22,17.35,0.02,1.92,2.06,8.41,10.78,38.09,1.54,20.91,4.0,9.05,,0.0,3.77,10.02,,
TBNK,2022-01-01,16.16,4.13,1.57,5.19,16.67,4.72,95.25,5.97,34.32,19.28,59.31,11.95,19.83,1.35,96.11,0.0,33.07,,9.07,5.57,1.73,,
TBNK,2021-01-01,17.43,4.22,1.61,10.73,12.52,0.36,283.01,5.0,22.03,6.8,263.68,12.16,19.59,1.34,277.65,0.0,40.33,,10.22,5.0,36.76,,
TBNK,2020-01-01,18.61,4.51,1.8,3.93,20.99,1.76,298.28,5.0,27.87,0.53,318.74,19.23,30.65,2.1,299.76,15.0,5.99,,8.4,0.28,11.0,,
TBNK,2019-01-01,22.0,3.93,1.97,5.57,22.33,0.72,6.04,1.43,2.77,18.55,2.26,21.61,32.59,2.35,6.11,6.2,3.24,,13.69,0.79,1.63,,
TBNK,2018-01-01,19.21,1.26,1.8,0.64,21.63,0.36,53.76,9.27,31.87,47.11,14.97,21.26,33.85,2.31,53.4,35.0,3.34,,10.49,,15.68,,
TBNK,2017-01-01,14.96,1.13,1.64,3.2,20.93,2.55,156.28,0.01,104.1,106.16,29.18,18.38,29.39,1.98,153.73,13.2,11.51,,11.12,,0.97,,
TBNK,2016-01-01,16.35,1.14,3.4,2.11,18.77,0.56,61.99,1.11,48.1,38.58,4.65,18.2,29.36,2.0,61.43,0.0,9.68,,8.41,,10.28,,
TBNK,2015-01-01,14.75,1.3,4.3,3.23,17.11,0.6,132.35,9.31,85.42,106.1,9.14,16.51,27.05,1.82,131.75,37.0,21.41,,7.01,,25.74,,
TBNK,2014-01-01,14.1,1.39,3.85,5.25,14.09,0.97,73.12,5.61,70.97,58.72,0.31,13.13,22.51,1.43,72.16,0.0,18.7,,6.63,,13.62,,
TBNK,2013-01-01,14.65,1.14,3.8,2.25,17.34,2.14,146.83,19.6,50.86,22.04,107.45,15.2,25.95,1.56,136.69,3.0,1.39,,6.23,8.0,9.69,,
EBMT,2022-01-01,10.7,7.71,0.98,22.53,41.91,15.92,235.04,4.43,91.62,153.51,39.62,25.99,29.7,3.26,231.46,70.38,25.76,13.4,4.06,1.07,43.01,,
EBMT,2021-01-01,14.42,7.83,1.03,33.18,56.45,10.84,232.92,6.28,189.47,168.1,8.37,45.62,49.66,6.73,214.23,12.07,2565.44,0.0,3.02,7.85,,,
EBMT,2020-01-01,21.21,7.09,0.69,26.87,2.12,20.63,22.04,0.99,137.52,64.8,44.88,18.51,20.77,2.74,5.11,69.12,478.69,5.04,2.62,1.34,,,
EBMT,2019-01-01,10.87,3.9,0.72,15.13,0.37,7.89,59.7,1.21,89.68,73.05,13.72,7.53,12.55,1.17,59.58,13.01,97.3,6.9,2.41,0.87,,,
EBMT,2018-01-01,4.98,2.49,0.6,5.51,13.57,7.05,50.92,0.0,23.86,41.12,3.76,6.52,15.94,1.19,34.71,19.25,32.32,4.24,2.0,4.92,60.54,,
EBMT,2017-01-01,4.1,2.06,0.0,13.9,20.05,3.53,56.79,20.16,7.77,36.86,0.12,16.52,44.81,3.3,53.55,10.34,55.53,0.0,1.4,0.29,55.07,,
EBMT,2016-01-01,5.13,2.31,0.0,5.45,12.89,2.24,51.13,0.0,29.61,38.12,0.12,10.65,30.48,2.82,48.13,9.7,163.98,0.0,1.19,0.76,87.16,,
EBMT,2015-01-01,2.58,2.03,0.0,0.27,4.88,0.81,76.76,1.32,41.78,66.82,5.06,5.69,19.99,1.51,77.21,27.52,49.11,0.0,1.16,0.36,21.78,,
EBMT,2014-01-01,2.11,1.78,0.0,5.71,9.6,2.32,33.69,0.0,9.29,24.75,0.66,7.28,29.5,1.86,31.45,16.59,,0.0,1.14,0.08,,,
EBMT,2013-01-01,1.97,1.68,0.0,10.53,6.88,0.74,13.13,0.0,15.3,6.35,13.65,7.62,34.34,1.95,142.93,7.84,,130.09,1.11,0.46,,,
UNB,2022-01-01,12.62,1.8,0.45,14.17,29.03,0.67,207.58,0.08,106.83,150.52,28.04,28.37,58.59,6.31,206.93,50.0,0.54,,6.24,0.01,10.46,,
UNB,2021-01-01,13.17,1.9,0.3,13.83,29.19,3.51,190.01,0.07,100.78,103.97,56.85,25.68,52.76,5.73,186.57,9.0,,,5.88,0.07,,,
UNB,2020-01-01,12.81,2.06,0.24,22.17,7.06,1.01,125.91,0.02,250.28,204.61,71.64,8.07,17.77,1.8,124.93,40.0,,,5.69,0.03,,,
UNB,2019-01-01,10.65,1.74,0.17,0.91,11.64,6.42,48.93,0.03,37.26,51.13,13.85,5.23,13.08,1.17,39.52,19.34,30.53,,5.5,2.99,62.38,,
UNB,2018-01-01,7.07,1.39,0.12,8.18,16.76,2.87,67.98,0.11,59.2,50.0,1.22,13.9,36.93,3.11,65.46,3.76,69.85,,5.33,0.35,76.31,,
UNB,2017-01-01,8.45,1.39,0.1,0.08,9.87,1.99,55.34,0.04,49.91,44.71,0.77,7.88,21.92,1.77,53.52,0.01,29.09,,5.15,0.17,33.44,,
UNB,2016-01-01,8.51,1.43,0.07,2.36,7.64,1.74,40.72,0.05,37.25,54.39,21.31,5.91,16.99,1.32,39.57,22.03,41.78,,4.94,0.59,45.52,,
UNB,2015-01-01,7.88,1.25,0.04,3.97,13.13,2.29,34.85,0.04,8.34,2.07,23.78,10.84,33.5,2.43,27.64,5.55,495.74,,4.82,4.92,31785.29,,
UNB,2014-01-01,7.69,1.15,0.02,6.66,2.2,2.17,22.15,0.01,33.71,30.97,11.03,0.03,0.11,0.01,20.02,1.9,87.63,,4.64,0.04,99.79,,
UNB,2013-01-01,7.14,1.07,0.01,9.6,17.82,1.29,34.98,0.04,8.36,1.37,15.79,16.53,54.68,3.71,33.78,2.53,413.19,,4.5,0.09,1022.0,,
SFBC,2022-01-01,8.8,1.6,0.48,0.82,10.05,0.4,185.58,1.65,10.44,49.77,125.75,9.66,24.98,3.75,185.18,43.0,47.29,0.0,2.03,,48.77,,
SFBC,2021-01-01,9.16,1.59,0.36,7.97,19.07,0.23,78.11,0.03,50.81,48.8,10.24,18.85,51.18,7.3,71.83,0.0,,0.0,2.04,6.06,,,
SFBC,2020-01-01,8.94,1.82,0.34,11.58,0.48,0.41,4.5,0.17,131.87,134.05,138.06,0.89,2.62,0.35,4.96,4.08,,0.0,2.07,0.06,,,
SFBC,2019-01-01,6.68,1.52,0.27,2.59,11.06,0.65,5.79,0.13,66.49,11.32,6.04,10.41,33.45,4.12,5.17,76.5,7.15,0.0,1.43,0.04,7.49,,
SFBC,2018-01-01,7.04,0.99,0.27,2.02,10.33,0.64,71.5,0.12,38.55,62.3,1.13,9.68,30.68,3.88,70.58,25.0,51.3,0.0,1.37,0.28,122.62,,
SFBC,2017-01-01,5.13,0.94,0.52,0.23,6.82,2.47,36.11,0.04,32.64,35.39,6.1,4.35,15.85,1.74,47.44,4.21,4.53,13.67,1.51,0.13,29.16,,
SFBC,2016-01-01,5.38,0.79,0.53,0.45,7.15,1.01,42.9,0.17,28.22,42.07,6.32,6.14,22.92,2.47,42.14,14.43,90.56,0.0,0.75,0.25,132.7,,
SFBC,2015-01-01,4.79,0.62,0.42,2.08,3.75,1.11,25.63,1.26,32.74,40.85,18.98,2.64,10.74,1.06,25.25,9.95,44.86,0.0,0.57,0.74,6.78,,
SFBC,2014-01-01,4.24,1.34,0.33,0.89,6.8,3.97,38.9,0.9,59.99,46.05,13.96,2.83,12.58,1.13,36.37,12.53,12.4,0.0,0.5,1.44,61.86,,
SFBC,2013-01-01,3.94,1.47,0.17,2.19,7.77,0.34,61.52,1.2,36.56,56.36,2.61,7.42,35.56,2.89,60.11,21.39,23.93,0.0,0.39,1.06,25.35,,
BFIN,2022-01-01,10.49,1.26,0.0,2.46,9.29,1.94,316.77,4.87,113.5,127.91,435.39,7.35,13.37,0.56,316.09,4.32,19.62,,5.23,1.26,35.25,,
BFIN,2021-01-01,7.41,2.07,0.0,1.71,7.77,2.34,101.13,17.12,94.89,92.03,1.33,5.43,10.72,0.39,102.3,19.88,42.53,,5.62,3.51,52.8,,
BFIN,2020-01-01,9.16,1.79,0.0,2.56,13.52,2.01,199.07,4.61,108.79,100.58,313.17,11.51,22.48,0.77,201.01,2.39,36.76,,5.98,0.07,44.06,,
BFIN,2019-01-01,11.67,1.67,0.0,8.03,21.37,0.8,184.18,18.14,67.73,113.43,92.12,20.58,37.73,1.32,184.97,21.3,3.33,,6.27,,16.22,,
BFIN,2018-01-01,19.34,1.72,0.01,0.38,20.69,3.88,8.06,23.28,12.43,58.13,29.39,24.56,36.77,1.41,0.04,40.83,9.0,,6.45,4.22,13.72,,
BFIN,2017-01-01,9.0,4.29,0.0,9.44,22.73,1.13,14.41,10.82,0.56,6.23,30.91,21.6,38.17,1.18,15.54,10.3,20.0,,5.15,,18.37,,
BFIN,2016-01-01,7.5,4.3,0.98,6.16,18.94,0.7,77.02,13.22,126.47,95.39,37.31,18.25,33.95,0.96,76.33,13.74,27.27,,4.13,,27.23,,
BFIN,2015-01-01,8.68,4.23,0.66,1.32,14.88,0.54,53.61,9.97,1.21,38.53,0.2,14.34,25.59,0.72,53.07,51.44,16.6,,4.15,,13.97,,
BFIN,2014-01-01,40.61,4.39,0.07,27.23,17.85,1.18,87.46,0.0,41.0,31.76,101.38,16.67,31.01,0.83,86.29,10.92,82.48,,1.69,,70.63,,
BFIN,2013-01-01,3.3,5.06,0.09,1.34,9.78,0.01,91.31,0.0,29.64,33.27,114.81,9.77,17.91,0.49,91.3,2.79,42.52,,0.84,,33.44,,
FXNC,2022-01-01,16.8,1.51,0.79,7.67,26.77,1.18,120.14,0.18,7.23,15.72,109.09,25.59,45.42,4.09,119.32,5.0,240.26,0.0,3.31,0.36,262.22,,
FXNC,2021-01-01,10.36,1.41,0.36,4.25,7.87,0.8,126.3,0.04,169.69,167.15,48.71,7.07,15.47,1.14,81.16,0.0,47.86,44.34,2.51,,50.36,,
FXNC,2020-01-01,8.86,1.47,0.29,4.48,15.09,0.86,70.49,2.12,136.04,136.91,81.51,14.23,40.99,2.93,69.63,4.99,27.34,0.0,2.01,,31.52,,
FXNC,2019-01-01,9.56,1.64,0.18,0.48,11.85,1.03,28.89,0.05,35.94,34.21,17.17,10.82,29.97,2.18,24.86,0.0,13.86,0.0,1.67,3.0,11.55,,
FXNC,2018-01-01,10.14,1.81,0.18,1.64,13.76,1.52,29.84,0.03,5.67,4.71,11.37,12.23,33.81,2.47,28.66,0.0,109.44,0.0,0.93,0.35,122.48,,
FXNC,2017-01-01,6.45,2.01,0.13,2.01,6.57,1.07,26.54,0.0,19.51,18.87,1.11,5.5,16.44,1.11,25.84,0.0,27.08,0.0,0.65,0.37,31.25,,
FXNC,2016-01-01,5.91,2.13,0.11,0.86,9.01,1.01,25.32,0.0,18.62,18.07,1.76,8.0,25.2,1.62,22.55,0.0,95.81,0.0,0.55,1.76,207.42,,
FXNC,2015-01-01,1.54,1.87,0.1,0.03,4.6,2.0,25.18,0.0,19.67,15.3,14.49,2.6,8.92,0.53,152.31,4.83,34.33,179.5,0.45,0.01,60.29,,
FXNC,2014-01-01,6.49,0.98,0.0,1.61,7.01,0.45,0.06,0.0,7.41,13.72,6.66,6.55,21.91,1.34,0.52,5.97,19.3,0.0,0.34,0.01,19.45,,
